100213003H;6683967;389231;091;040B;
100213004J;6683935;389238;091;040B;
100212971F;6683779;388933;091;040B;
100212971F;6683779;388933;091;040B;
100212998B;6683625;389357;091;040C;
100212999C;6684078;389233;091;040B;
1002094264;6671353;392231;091;049D;
100222767F;6684508;389867;091;040B;
100222772M;6684810;389582;091;040B;
1002227210;6684312;389414;091;040B;
100209474N;6672228;391680;091;049B;
100209482X;6671135;392295;091;049D;
100209499F;6671176;392951;091;049D;
100212970E;6683976;388874;091;040B;
100212970E;6683976;388874;091;040B;
100213007M;6684013;389281;091;040B;
100208211X;6681325;390651;091;038D;
100219609L;6671797;393406;091;049D;
100219609L;6671797;393406;091;049D;
100219647U;6671427;393141;091;049D;
1002196575;6671428;393163;091;049D;
100222704E;6684601;389484;091;040B;
100222704E;6684601;389484;091;040B;
1002227542;6684890;389679;091;040B;
1002227542;6684890;389679;091;040B;
1002227929;6684590;389766;091;040B;
100222841V;6682903;391314;091;041A;
100219587W;6671559;393434;091;049D;
100229377P;6671230;393285;091;049D;
100222737H;6684376;390628;091;040E;
100222707J;6684756;389570;091;040B;
100222749W;6684789;389696;091;040B;
100222768H;6684854;389638;091;040B;
100222766E;6684648;389865;091;040B;
1002227885;6684713;389822;091;040B;
100219551R;6672147;391799;091;049C;
100219551R;6672147;391799;091;049C;
1002226966;6684696;389619;091;040B;
100219605F;6671964;393387;091;049D;
100219579M;6671035;392409;091;049D;
100219579M;6671035;392409;091;049D;
100219584T;6671059;392803;091;049D;
100222762A;6684747;389953;091;040B;
100222769J;6684923;389543;091;040B;
1002196232;6671635;393531;091;049D;
1002196232;6671635;393531;091;049D;
100229350U;6671286;393314;091;049D;
100229397B;6671084;393411;091;049D;
1002226977;6684664;389597;091;040B;
1002227597;6684765;389736;091;040B;
1002226977;6684664;389597;091;040B;
100222712P;6684805;389519;091;040B;
100219589Y;6671519;393404;091;049D;
1002293893;6671159;393463;091;049D;
1002294170;6670822;392482;091;049D;
1002293583;6671648;394049;091;049D;
100229384X;6671336;392982;091;049D;
1002293882;6672194;391848;091;049C;
1002293882;6672194;391848;091;049C;
100229400E;6671158;393443;091;049D;
100232886W;6683046;393531;091;041B;
100232886W;6683046;393531;091;041B;
100232972N;6683266;393249;091;041B;
100232972N;6683266;393249;091;041B;
100219582R;6670973;392498;091;049D;
100219589Y;6671519;393404;091;049D;
100219632B;6671804;393466;091;049D;
1002228494;6682120;389528;091;039C;
100222774P;6684312;390762;091;040E;
100229349T;6671200;393341;091;049D;
1002196597;6671334;393256;091;049D;
1002196608;6671295;393054;091;049D;
1002196841;6672438;391560;091;049B;
1002228494;6682120;389528;091;039C;
1002227553;6684743;389785;091;040B;
100229413V;6671358;393974;091;049D;
100222713R;6684535;389494;091;040B;
100222713R;6684535;389494;091;040B;
1002227243;6684642;389399;091;040B;
1002227575;6684754;389761;091;040B;
100229398C;6671133;393444;091;049D;
100222777T;6684837;389593;091;040B;
100232846L;6682811;391416;091;041A;
1002293937;6671059;393468;091;049D;
100229399D;6671156;393418;091;049D;
1002329543;6683667;392353;091;041A;
100229344M;6671311;393217;091;049D;
1002293948;6671082;393451;091;049D;
100229410S;6671357;393905;091;049D;
1002293926;6671082;393489;091;049D;
100232846L;6682811;391416;091;041A;
100222702C;6684463;389819;091;040B;
100222708K;6684737;389578;091;040B;
100222708K;6684737;389578;091;040B;
100222781X;6684930;389506;091;040B;
100229340H;6670822;392361;091;049D;
100229414W;6671038;393177;091;049D;
100232904F;6682985;392939;091;041B;
100232904F;6682985;392939;091;041B;
100232947V;6683148;393548;091;041B;
100232947V;6683148;393548;091;041B;
100232841E;6682807;391454;091;041A;
100232841E;6682807;391454;091;041A;
100232974R;6683191;393493;091;041B;
100232974R;6683191;393493;091;041B;
1002328978;6682947;390566;091;039C;
1002329277;6682748;390362;091;039C;
100239411C;6673037;391579;091;049A;
100239390P;6671062;391938;091;049D;
1002393093;6673626;393128;091;049C;
100239389N;6671063;391875;091;049D;
100239390P;6671062;391938;091;049D;
1002427569;6682158;389788;091;039C;
100242652X;6682700;388321;091;040C;
100239330S;6673665;392480;091;049A;
100239379B;6671239;391978;091;049D;
100242641K;6683237;389519;091;040C;
100242680U;6682394;388552;091;039B;
100239362T;6671304;392020;091;049D;
100239388M;6671082;391882;091;049D;
100239335X;6672512;390489;091;049A;
1002426329;6683265;392948;091;041B;
100242664A;6682680;388173;091;040C;
100242667D;6682467;388653;091;039B;
100242759C;6682082;389805;091;039C;
100242767M;6683629;392355;091;041A;
1002426850;6683125;389332;091;040C;
1002329211;6682952;392594;091;041B;
100242671J;6681746;391168;091;038E;
100242671J;6681746;391168;091;038E;
1002426894;6682990;389236;091;040C;
100242713W;6683013;389472;091;040C;
1002427857;6683302;392509;091;041A;
100242730E;6681939;389865;091;039C;
100242741T;6681979;389944;091;039C;
100239382E;6671202;392033;091;049D;
100239384H;6670866;391871;091;049D;
100237935S;6680989;383658;091;033E;
100242733J;6683676;392106;091;041A;
100242633A;6683368;392653;091;041A;
1002426872;6682894;389059;091;040C;
1002426883;6682957;389122;091;040C;
1002393757;6671293;391910;091;049D;
1002393436;6672523;390165;091;049A;
1002427835;6683324;392491;091;041A;
100242636D;6683086;393020;091;041B;
100242665B;6681345;388196;091;039A;
1002426949;6683049;389272;091;040C;
100242710T;6683054;389422;091;040C;
1002427226;6681673;389802;091;038G;
100242766L;6683595;392332;091;041A;
1002427171;6683040;389490;091;040C;
100242711U;6683006;389447;091;040C;
1002427248;6681615;389775;091;038G;
1002427248;6681615;389775;091;038G;
100242777Y;6682136;390055;091;039C;
1002393414;6672292;390120;091;049A;
1002393702;6671248;392045;091;049D;
100242708R;6683139;389496;091;040C;
1002426617;6683125;389544;091;040C;
100242771S;6683527;392393;091;041A;
100242674M;6681923;391348;091;038E;
100242674M;6681923;391348;091;038E;
100242702J;6683419;389229;091;040C;
100242709S;6682839;388855;091;040C;
100242709S;6682839;388855;091;040C;
100242758B;6682120;389795;091;039C;
1002522728;6683377;392570;091;041A;
100239355K;6672427;390397;091;049A;
1002393724;6671356;392099;091;049D;
1002522728;6683377;392570;091;041A;
100252285N;6682691;392713;091;041B;
100252404H;6683143;391388;091;041A;
100252280H;6682929;392325;091;041B;
100252369C;6683390;391623;091;041A;
1002522950;6683202;392455;091;041A;
1002522950;6683202;392455;091;041A;
1002523636;6683700;391748;091;041A;
1002523880;6681910;393212;091;041C;
100252404H;6683143;391388;091;041A;
1002522706;6682265;389904;091;039C;
100252306B;6683535;391492;091;041A;
100252277D;6683434;392230;091;041A;
100252339D;6683426;391608;091;041A;
100252339D;6683426;391608;091;041A;
100252410P;6683713;391947;091;041A;
100252284M;6682669;392742;091;041B;
100252410P;6683713;391947;091;041A;
1002712692;6683234;389035;091;040C;
1002524190;6683590;392069;091;041A;
100252352U;6683143;392077;091;041B;
100252352U;6683143;392077;091;041B;
100267967J;6670813;381794;091;031B;
100252276C;6683635;392309;091;041A;
100252276C;6683635;392309;091;041A;
100252293X;6683266;392417;091;041A;
100252321U;6683017;391267;091;041A;
100252368B;6683470;392110;091;041A;
100252399B;6683455;391499;091;041A;
100252406K;6683527;391764;091;041A;
100268005S;6671180;382674;091;031D;
100268737C;6684850;389762;091;040B;
100271281E;6683213;391642;091;041A;
100271285K;6683637;391446;091;041A;
1002713024;6682911;390785;091;039C;
100271256M;6682941;392258;091;041B;
100271279C;6683399;391403;091;041A;
100271290R;6683162;391955;091;041A;
100271266Y;6683261;389218;091;040C;
100271287M;6683102;392038;091;041B;
100271261T;6683357;389157;091;040C;
100271281E;6683213;391642;091;041A;
100271315J;6682639;390835;091;039C;
100268007U;6671249;382444;091;031C;
100271288N;6682941;392004;091;041A;
100271288N;6682941;392004;091;041A;
100271312E;6682738;390805;091;039C;
100271294V;6683284;392114;091;041A;
100271258P;6683620;392073;091;041A;
100271315J;6682639;390835;091;039C;
100267996F;6670814;382297;091;031D;
100267996F;6670814;382297;091;031D;
100271265X;6683262;389263;091;040C;
100271296X;6681942;393203;091;041C;
100271263V;6683295;389225;091;040C;
1002712747;6683256;388978;091;040C;
100271291S;6683131;391957;091;041A;
100271295W;6681905;393156;091;041C;
100267966H;6670836;381831;091;031B;
100271259R;6683312;389091;091;040C;
1002712681;6683259;389022;091;040C;
100271311D;6682768;390800;091;039C;
1002712670;6683414;389009;091;040C;
1002712769;6683280;388980;091;040C;
100267995E;6671154;383005;091;031D;
1002712670;6683414;389009;091;040C;
100271292T;6683224;392118;091;041A;
100346316X;6682750;391325;091;041A;
100365273E;6679701;394815;091;047G;
100365273E;6679701;394815;091;047G;
100376129M;6684356;389971;091;040B;
1003781317;6680907;383657;091;033E;
100376123E;6678421;386948;091;028E;
100376122D;6677540;386234;091;025B;
100420835S;6682586;387046;091;035B;
100414727R;6678290;394007;091;047D;
1004244402;6679897;393951;091;047E;
100704211X;6676484;382241;091;030E;
100704292J;6676168;382629;091;030E;
1004244402;6679897;393951;091;047E;
1004309491;6684235;391285;091;040E;
1005383087;6680340;380231;091;032A;
1006782748;6683481;392355;091;041A;
1006782748;6683481;392355;091;041A;
100678280E;6671911;384738;091;004C;
100678280E;6671911;384738;091;004C;
1006881649;6680183;391073;091;038E;
100704260H;6676598;381918;091;030D;
1007079429;6681807;386455;091;035B;
1007042152;6676377;382086;091;030E;
100704331T;6676636;381272;091;030D;
100704257D;6676492;381603;091;030D;
1007043137;6676327;381173;091;030D;
100704321F;6676442;381290;091;030D;
100704321F;6676442;381290;091;030D;
100704321F;6676442;381290;091;030D;
100704240V;6676561;381803;091;030E;
100704239U;6676500;381830;091;030E;
100704300T;6675956;382802;091;030E;
1007043137;6676327;381173;091;030D;
100704349C;6676524;381179;091;030D;
100704349C;6676524;381179;091;030D;
